Employee_ID,Full_Name,Department,Position,Region,Salary,Years_of_Service,Project_Name,Project_Budget,Project_Status,Contract_Type,Performance_Score,Compliance_Status,Is_Under_Investigation,Under_Investigation,Last_Promotion_Date,Leave_Days_Remaining,Overtime_Hours,Supervisor_Name,Security_Clearance,Remarks
bc8376df-f629-4a22-8b75-e027158f0c7a,Donna Jacobs,Ministry of Finance,Assistant Director,South,86843,12,Focused even-keeled open architecture,45127602,Cancelled,Temporary,4.15,Compliant,Yes,1,05/12/2022,22,455,Tammy Wilson,Top Secret,Billion box when way such alone short.
78315d8a-ab06-4a2a-ab97-57562b554755,Sherry Hancock,Ministry of Environment,Director,Central,160975,30,Open-architected zero-defect hub,39295811,Cancelled,Permanent,4.61,Under Review,No,0,06/12/2020,8,462,Jacob Henderson,Medium,Understand people sure every public war sound always.
ba7387ee-fd91-44dc-ada4-710e4493cf50,Stephen Young,Ministry of Health,Clerk,South,136601,21,Mandatory needs-based adapter,46638170,Active,Permanent,2.07,Non-Compliant,No,0,24/08/2017,57,435,Cynthia Nelson,High,Together number push.
ae6b2ffc-f1a9-4c83-8847-88cebb273b77,Jacob Wilson,Ministry of Finance,Data Analyst,Central,261807,31,Secured real-time structure,8925150,Active,Permanent,4.25,Compliant,Yes,1,29/07/2017,58,131,Alexandra Carroll,Low,Nor our almost question law.
ae19b545-ad9a-423f-82f9-69afec218c58,David Costa,Ministry of Defense,Inspector,South,147512,24,Grass-roots user-facing intranet,23806103,On Hold,Temporary,1.33,Non-Compliant,No,0,24/02/2016,28,417,Sandra Harper,Low,Capital responsibility night suddenly present who various.
e69b6e67-1ecd-4f94-8b9a-86903979cbd2,Joseph Hall,Ministry of Environment,Engineer,West,187443,20,Centralized interactive utilization,29405218,Active,Temporary,3.4,Compliant,Yes,1,23/05/2016,15,452,Paul Hopkins,High,Family friend not speech strong total position.
cf7d8e69-cf1c-45a7-b56d-06880753a2f0,Angela Vang,Ministry of Transport,Field Officer,South,248443,4,Expanded value-added parallelism,31919721,On Hold,Permanent,2.94,Under Review,Yes,1,25/11/2020,53,416,Kristin Lee,Low,Citizen hard structure bad pay prevent.
778879e2-fa70-4f12-8e7f-42663d655514,Dylan Mcbride,Ministry of Interior,Clerk,South,151472,28,Enterprise-wide national approach,36635104,Active,Contract,3.18,Under Review,No,0,14/04/2017,45,120,Nicole Hernandez,Low,Arm manage little cut.
c3febb2a-d375-48bf-88eb-d756427db7ba,Lisa Dean,Ministry of Finance,Engineer,Central,173121,20,Virtual encompassing task-force,14518934,Cancelled,Contract,4.7,Under Review,No,0,26/07/2021,21,196,Fred Sutton,Low,Rule act wall nice.
c90451cd-6ed3-4cc9-87a7-e912a2bd70fa,Timothy Johnson,Ministry of Education,Engineer,Central,202688,24,Managed transitional encryption,15314455,Active,Permanent,4.49,Compliant,Yes,1,15/07/2017,7,293,Maria Clark,Top Secret,Subject recent shake we.
e21bb8fd-daff-4224-8dad-fd2e118ce2ca,Misty Parks,Ministry of Environment,Clerk,South,143727,32,Team-oriented global archive,14207226,Completed,Permanent,4.14,Under Review,No,0,16/09/2023,58,481,Christopher Ryan,Medium,Then believe mouth long term item apply mean.
486d0d0f-17c4-45fc-be78-17d9e92283ad,Harry Hudson,Ministry of Health,Clerk,West,152893,34,Open-architected tertiary emulation,25113997,Cancelled,Temporary,2.09,Under Review,Yes,1,08/05/2016,19,121,Alyssa Howell,Medium,Direction follow under research.
6ef5eb4c-0975-461d-9943-456354510f01,Brian Peterson,Ministry of Labor,Inspector,East,297675,2,Fully-configurable impactful portal,44105127,Completed,Permanent,4.65,Under Review,No,0,08/12/2018,50,281,Lisa Fisher,Medium,Two institution audience than more seat mind.
8f359018-5dc5-4654-935e-ba186c4733f9,Jerome Skinner,Ministry of Transport,Inspector,North,60932,15,Polarized national Graphic Interface,25692498,Completed,Permanent,1.39,Non-Compliant,No,0,21/02/2016,13,384,Emma Wise,Medium,Run science image fight.
da934d4b-b573-422b-a416-a63ec6a397a6,Ricardo Smith,Ministry of Transport,Policy Advisor,South,157796,34,Object-based web-enabled focus group,22079629,Active,Contract,4.41,Under Review,No,0,14/02/2023,38,259,Brenda Roberts,Medium,Commercial within certainly seek idea recently democratic.
80bf0d7b-5735-413b-8cc5-470e46d30035,Joseph Wright,Ministry of Labor,Clerk,West,69855,6,Focused fault-tolerant circuit,24240496,Active,Permanent,2.31,Non-Compliant,No,0,19/09/2019,36,38,Lori Simmons,Low,Grow any help surface not produce.
95f0d763-bc9a-49ee-ad35-1975296cf732,Matthew Anderson DDS,Ministry of Defense,Clerk,South,232506,12,Ergonomic methodical collaboration,13381788,Completed,Temporary,1.22,Under Review,Yes,1,03/10/2020,49,53,Zachary Cook,Top Secret,One care more.
b997fbb0-88b9-4296-bd2f-b5daa8b4be76,Brandon Smith,Ministry of Interior,Inspector,North,243766,3,Re-engineered grid-enabled standardization,27260965,Cancelled,Contract,3.68,Under Review,Yes,1,06/04/2020,33,473,Gwendolyn Payne,Low,Best certainly main sing find high very look.
a0715426-fbd2-4e72-9a8c-d54efebd9d07,William Clarke,Ministry of Transport,Auditor,East,214088,18,Open-architected multi-tasking utilization,12313866,Active,Temporary,1.93,Under Review,Yes,1,07/01/2016,10,160,Alexis Bird,High,Pressure perform treat forget open offer.
4a6c4220-3c92-401e-8396-e0cc4320c3c3,John Cook,Ministry of Transport,Inspector,East,47400,21,Virtual human-resource encoding,30516728,Cancelled,Temporary,1.97,Under Review,Yes,1,02/08/2020,53,288,Dakota Pennington,Low,Kid appear turn third wear.
8dec0f88-7c27-475e-93e0-6b0f7bf6ff4a,Amber Tucker,Ministry of Health,Auditor,South,157858,15,Function-based systemic extranet,23644102,Active,Contract,2.22,Compliant,Yes,1,07/02/2019,39,199,Brett Perkins,Low,Democratic enjoy win again.
527b661d-573a-4064-8881-d70c730710dd,Lori Grant,Ministry of Transport,Clerk,North,213714,33,Persistent background instruction set,13966352,Completed,Temporary,1.25,Non-Compliant,Yes,1,01/05/2023,32,275,Brittany Donovan,Top Secret,Class fall feel network his responsibility.
264b7196-2cfa-4088-8208-01d8a517f3c3,Crystal Rodgers,Ministry of Environment,Inspector,South,55151,26,Multi-lateral zero tolerance capability,25089627,Completed,Temporary,1.71,Compliant,Yes,1,23/05/2021,30,15,Allison Lindsey,Top Secret,Rule attorney member loss money young TV.
362fcf33-6631-4673-a6d4-0c40cbe931d8,David Oconnor,Ministry of Defense,Policy Advisor,Central,222479,8,Intuitive responsive customer loyalty,39072187,Active,Contract,1.02,Non-Compliant,Yes,1,05/11/2020,58,404,Anthony Rodriguez,Top Secret,Identify present suggest power issue mouth order.
85db3c8a-f8f3-46c3-a2e4-dd3b61e9f4a9,Stephen Mendez,Ministry of Interior,Director,East,106690,30,Visionary composite implementation,38785536,Completed,Temporary,2.78,Non-Compliant,Yes,1,25/12/2015,53,172,Henry Johnston,Top Secret,Finish growth look well born five realize analysis.
81b55129-3d89-413a-99e6-a34b3568b9cd,Leah Lang,Ministry of Education,Assistant Director,West,44499,23,Balanced disintermediate superstructure,20376917,Active,Temporary,1.34,Compliant,No,0,18/05/2021,43,247,Michael Davies,Top Secret,Why miss treatment hard.
5e79b2f7-2ed5-4b89-949f-26b7091629a7,Jason Meyers,Ministry of Interior,Assistant Director,West,46295,14,Down-sized client-server middleware,2027716,On Hold,Contract,3.73,Under Review,No,0,29/10/2020,33,382,Brady Smith,Medium,Major old throw break break several officer.
3dae409f-1129-48f9-a4c8-daf1a44c2945,Dr. Valerie Rhodes,Ministry of Defense,Inspector,West,160885,14,Organized zero administration collaboration,43964712,Active,Temporary,1.94,Under Review,Yes,1,20/10/2018,49,217,John Guerra,High,Answer modern special research.
48ecd1b3-8e5e-4cef-8bf9-b61847416772,Madison Miller,Ministry of Energy,Director,North,166071,2,Cross-group grid-enabled paradigm,16240113,Cancelled,Contract,4.77,Non-Compliant,Yes,1,18/01/2021,6,86,Donna Owen,Medium,Probably parent thing expect.
34db5a3c-9e6d-47b2-b8d3-5fe3d67caa88,Carl Kelly,Ministry of Environment,Data Analyst,North,99040,5,Optimized user-facing matrix,26458327,Completed,Contract,4.49,Compliant,Yes,1,04/08/2018,57,81,Michael Hopkins,Low,Property provide five my pattern according sometimes.
6f791671-a905-4fab-b5ef-291030bf028d,Brian Richardson,Ministry of Energy,Data Analyst,East,52183,14,Realigned holistic artificial intelligence,26399578,Active,Contract,2.16,Non-Compliant,No,0,31/08/2020,48,61,Natalie Thomas,High,Option under much air note support country.
ed69611e-a511-45db-b4b3-947530091007,Joseph Robertson,Ministry of Defense,Inspector,North,200371,25,Multi-tiered content-based software,5341684,Active,Permanent,4.13,Compliant,No,0,25/05/2017,53,286,Kevin King,High,Significant book lot walk use TV.
15ec259a-de49-4495-99a5-f6b1c0b5d764,Crystal Rodriguez,Ministry of Health,Auditor,Central,183946,20,Integrated responsive functionalities,21959073,Active,Permanent,4.21,Under Review,Yes,1,02/11/2018,22,499,Melissa Ward,Medium,Condition just record book owner modern which exactly.
455fbaeb-6de2-4fc8-8fec-dddd520a6cb1,Christopher Johnson,Ministry of Education,Field Officer,East,156336,2,Ergonomic homogeneous firmware,22636636,Cancelled,Contract,4.95,Under Review,No,0,20/03/2020,45,41,Omar Williams,Top Secret,Growth rise clear white blue.
b8957532-922d-4f06-8f0c-c40349a2838a,Michele Johnson,Ministry of Interior,Auditor,East,72711,6,Switchable context-sensitive help-desk,10132315,Completed,Permanent,3.39,Non-Compliant,Yes,1,19/08/2023,55,11,Brandi Hunter,High,As explain including amount.
2bf5ddfe-590a-4ea6-9d1f-995e8650ac10,Paul King,Ministry of Finance,Policy Advisor,Central,45539,17,Organic neutral installation,23800197,Active,Contract,1.33,Non-Compliant,Yes,1,30/05/2024,6,320,Natalie Flores,Top Secret,Local either hold near education green do.
f7b3163c-176a-40ac-9edf-dddc1128a53d,Alexa Sutton,Ministry of Interior,Assistant Director,Central,279013,25,Assimilated needs-based customer loyalty,24694425,Completed,Permanent,3.59,Compliant,No,0,19/02/2017,53,233,Jonathan Hughes,Low,Over receive ago.
0dd165e2-43d3-43ec-ac98-7cbff631f0ff,Justin Clark,Ministry of Health,Field Officer,Central,224423,28,Self-enabling human-resource task-force,21770307,Cancelled,Permanent,3.5,Non-Compliant,Yes,1,30/10/2019,24,328,Tara Andrade,Medium,Life must same short rich.
0420da6a-525c-45fc-b69b-b96da48ccd6f,Arthur Bush,Ministry of Education,Policy Advisor,South,232339,2,Customer-focused uniform intranet,16315665,On Hold,Temporary,3.55,Compliant,Yes,1,31/08/2016,2,130,Penny Smith,High,Draw check number marriage during society.
7a923754-a517-44c5-a36d-8f06e3bcdf32,Lindsey Bishop,Ministry of Environment,Engineer,West,294205,5,Seamless even-keeled firmware,37454747,Cancelled,Permanent,2.23,Non-Compliant,No,0,10/10/2015,58,114,Laura Hall,Top Secret,Term total general.
109c5464-6670-4da7-99db-8682947398b3,Teresa Stokes,Ministry of Defense,Data Analyst,West,219426,1,Re-engineered bifurcated system engine,16260362,On Hold,Temporary,4.44,Compliant,Yes,1,08/08/2022,37,217,Jennifer Robbins,Medium,Time international expect nearly.
b4d7d2c8-acf5-4af0-ad76-ecf0924aa43d,Zachary Chambers,Ministry of Defense,Data Analyst,East,166063,12,Secured discrete functionalities,11856878,Active,Permanent,4.84,Non-Compliant,Yes,1,27/09/2015,19,136,Tracy Alexander,Medium,Himself new newspaper happen.
8ec575bf-abab-4573-803d-86f9a31cc6e6,Samantha Guerrero,Ministry of Environment,Auditor,Central,173629,23,Robust coherent ability,6569723,Completed,Contract,1.87,Compliant,Yes,1,18/03/2023,33,105,Rebecca Molina,High,Ever imagine attorney near land but point.
4c01a273-6aba-444f-a189-128d89266af1,Margaret Sanders,Ministry of Energy,Assistant Director,North,78360,31,Optional scalable projection,444126,On Hold,Temporary,1.35,Compliant,Yes,1,11/10/2024,48,178,Cheryl Perry,Low,Truth remain tough Republican authority.
a6b50425-f6aa-4dec-9b3e-2975f51834f2,Alexis Whitaker,Ministry of Education,Clerk,Central,253090,11,Quality-focused coherent focus group,47916341,Completed,Permanent,1.78,Compliant,No,0,28/04/2017,43,15,John Wood,High,Box population within whose.
a6b355d9-6338-45db-aa0a-df2f7dd0b7db,Lori Lloyd,Ministry of Environment,Assistant Director,East,173272,10,Polarized homogeneous software,16625823,Active,Permanent,4.28,Under Review,No,0,21/01/2024,43,471,Alexandra Hendricks,Top Secret,Picture while south but player interesting.
ba38b0cf-876e-40b5-906d-d795c01a73f5,Derek Cordova,Ministry of Transport,Policy Advisor,West,283548,3,Persistent multimedia open architecture,27671338,Completed,Contract,3.71,Non-Compliant,No,0,30/11/2023,29,241,Lauren Morton,Low,System sound car language tax.
fdc1c585-23c4-4e9f-96d4-7bbfc9fb5140,Kenneth Blair,Ministry of Interior,Policy Advisor,South,239569,14,Expanded 4thgeneration customer loyalty,21984601,On Hold,Temporary,3.54,Under Review,Yes,1,06/05/2016,16,333,Shawn Thompson DDS,High,Ten ten low series.
1dbaa8f1-d577-41e1-8976-5274ce4e6ee4,Anna Mcconnell,Ministry of Health,Policy Advisor,Central,218047,16,Proactive asymmetric secured line,27108184,Active,Contract,2.61,Compliant,No,0,26/10/2015,58,380,Kelsey Rodriguez,Low,Forget finish world detail between nearly seat.
6ba4bc00-1ac0-4940-a8e8-9b97c7e82e77,Jacqueline Walsh,Ministry of Environment,Inspector,West,61357,10,Grass-roots holistic collaboration,18014627,Active,Temporary,3.31,Under Review,No,0,09/02/2025,9,386,Kevin Cook,Low,Very teacher film theory drug floor American.
b9b3916d-3e4a-44d1-8bc0-400ef01022ac,Hannah Hampton,Ministry of Health,Engineer,East,159121,29,Re-contextualized attitude-oriented superstructure,11401119,On Hold,Contract,2.23,Non-Compliant,Yes,1,28/06/2022,34,225,Linda Foster,Low,Realize goal practice blue answer.
f982fddd-1b28-4944-8711-945c810e2eb1,Samuel Ramos,Ministry of Energy,Clerk,East,117505,10,Reduced modular capability,6039334,Completed,Permanent,2.91,Compliant,Yes,1,09/12/2022,19,480,Heather Silva,High,Nothing focus either particularly notice win themselves.
b26a72b5-804a-437b-a498-1bf6f742df63,Nathan Perez,Ministry of Energy,Clerk,West,42869,12,Universal 24/7 core,40047836,Cancelled,Contract,4.17,Non-Compliant,No,0,17/12/2023,17,241,Tracy Hernandez,Low,My improve along whole stage financial agent.
cf97538b-5fb6-4315-821f-5831516c4166,Jose Berger,Ministry of Transport,Director,West,297186,30,Proactive zero administration array,3430922,Completed,Permanent,4.92,Compliant,No,0,17/12/2017,44,407,Andrea Evans,Medium,Lead yeah yourself.
396bd9b6-bb19-41e8-b9e9-bf642bde1f87,John Chen,Ministry of Defense,Assistant Director,Central,232207,1,Implemented multi-tasking support,28965333,On Hold,Permanent,4.73,Compliant,No,0,09/03/2025,43,456,Samuel James,Low,Avoid chair inside by ball myself.
44b82ac8-af1d-40c2-8e18-4cd809519fdb,Jodi Robinson,Ministry of Environment,Engineer,North,90108,5,Balanced optimizing product,22586851,Completed,Contract,4.74,Non-Compliant,No,0,02/05/2016,26,140,Sarah Huynh,Low,Product who push.
081fbc62-db69-4bac-9299-d460f8e1b687,Tammy Padilla,Ministry of Education,Policy Advisor,Central,152296,20,User-centric background orchestration,29753979,Cancelled,Permanent,2.61,Under Review,No,0,23/07/2017,58,385,Aaron Gutierrez,Low,Audience power real former sound million box.
15f7def4-240f-4853-be7d-87aa75e6f227,Kristin Andrade,Ministry of Defense,Field Officer,South,134179,8,Implemented eco-centric monitoring,42341026,Completed,Permanent,2.88,Under Review,No,0,22/04/2018,58,198,Hannah Lawson,High,Sister thank success pass tell world final.
2c3289a8-921b-4d76-8236-aa1a59f0cb86,Kimberly Bishop,Ministry of Defense,Assistant Director,West,130272,12,Public-key stable groupware,14793325,Active,Contract,3.82,Compliant,No,0,08/12/2017,48,111,Kevin Stewart,Top Secret,Unit later two wall may.
a16f2688-3fa0-46fe-8af1-a5d254c9d000,Mr. Henry Figueroa,Ministry of Education,Inspector,South,78467,1,Realigned didactic support,49459781,Completed,Permanent,4.69,Compliant,Yes,1,25/03/2023,35,126,Jeffrey Smith,High,Through rise city go move opportunity.
69f8c8b3-a43c-432c-89df-389adfb88e53,Donald Gallagher,Ministry of Interior,Clerk,South,63328,20,Horizontal logistical projection,10954520,Active,Temporary,1.57,Compliant,Yes,1,15/09/2018,22,20,Denise Stewart,Low,About film avoid maintain key wind between bar.
67cf9a24-565b-4aba-a760-24cf47d3c55b,Earl Garner,Ministry of Energy,Data Analyst,North,290253,28,Triple-buffered tertiary archive,44065824,Cancelled,Permanent,2.22,Compliant,No,0,31/08/2017,31,146,Hunter Anderson,High,Morning move stuff message do.
e497d3f1-8abd-42df-8c48-a3bc8a577c00,Kathleen Goodwin,Ministry of Interior,Data Analyst,Central,131412,12,Inverse empowering service-desk,9342213,Completed,Permanent,1.56,Non-Compliant,Yes,1,09/01/2016,9,88,Christopher Garcia,Low,Leader and unit two clearly president.
c3328de5-cb01-405e-ba6f-dcbbf1330973,Joshua Rosario,Ministry of Environment,Engineer,East,257903,28,Team-oriented object-oriented knowledgebase,14025413,Active,Contract,3.45,Compliant,No,0,27/01/2022,10,302,Cory Reeves,Medium,Loss future hand near prevent glass.
0bcd3cbd-208e-41a2-bf04-08cb662beff8,Lindsey Adams,Ministry of Defense,Auditor,South,175059,15,Open-source systematic service-desk,10861556,Cancelled,Contract,2.23,Non-Compliant,Yes,1,15/11/2024,37,405,Haley Zavala,Medium,Office design thus science our serious box attention.
172ef57b-5a8b-494e-a9b9-e78bc88e2022,Cory Valdez,Ministry of Environment,Clerk,South,98871,6,Open-source zero tolerance pricing structure,18193039,Active,Permanent,2.3,Under Review,Yes,1,12/09/2016,5,202,Joyce Dunn,Top Secret,Watch structure station.
bdcf84b9-eec1-484b-8eb5-85440cff8797,Tiffany Sutton,Ministry of Interior,Assistant Director,South,193471,20,Cross-platform asynchronous model,3533372,Active,Temporary,1.28,Non-Compliant,Yes,1,13/01/2024,58,416,Lisa Taylor,Medium,Turn own fight popular.
c8e62a1a-fd97-4996-82a8-6300518bfb2e,John Moore,Ministry of Energy,Auditor,South,168391,14,Operative asymmetric moratorium,34425124,Active,Temporary,2.4,Compliant,Yes,1,19/02/2022,40,415,Nicholas Mcbride,Medium,Staff against person measure leader mouth.
eccafaf7-e2db-45ec-acab-c1063b2105c4,Megan Russo,Ministry of Finance,Inspector,East,217286,2,Team-oriented motivating superstructure,22744720,Completed,Contract,4.45,Under Review,No,0,03/07/2025,46,447,Danielle Hartman,High,Television collection either collection discuss more career.
642dc3ed-27fb-44a1-8e1d-6bcb1e248db5,Christian Chapman,Ministry of Transport,Clerk,Central,270594,9,Expanded regional ability,21709307,Active,Permanent,1.93,Under Review,No,0,28/01/2021,33,84,Louis Brock,Low,Few film pretty his yeah.
14356f92-5a09-458a-8225-55e97f6116e4,Shelly Hernandez,Ministry of Environment,Director,North,126416,20,Synchronized foreground array,34328244,On Hold,Permanent,3.78,Compliant,Yes,1,17/11/2022,35,166,Connor Mathis,Medium,Stuff song either national whether themselves address.
14c3d5a9-8dc7-4dd3-933a-994987cb1805,Elizabeth Little,Ministry of Environment,Field Officer,South,110271,26,Networked intermediate service-desk,28835942,Cancelled,Permanent,3.52,Under Review,No,0,21/03/2025,36,383,Jeffrey Park,High,Character lay cold describe art present.
72c1c820-2a3b-40a9-a99a-6f2912ce45cb,Anthony Jacobson,Ministry of Finance,Clerk,West,84064,29,Cloned static policy,7897698,Cancelled,Permanent,4.45,Compliant,Yes,1,11/10/2024,16,467,Sean Brown,Medium,Focus few sound series soldier.
b18eb919-4237-4009-b27b-5beb749b7f1c,Veronica Robles,Ministry of Interior,Data Analyst,East,296687,1,Reduced demand-driven moderator,7082252,Completed,Contract,1.53,Under Review,Yes,1,20/12/2021,39,71,Paula Roberts,Top Secret,Traditional easy everyone increase say necessary.
ba7777f8-6b48-40f6-8ceb-80a262a85a4b,Mary Medina,Ministry of Environment,Director,North,241163,6,Multi-lateral coherent encryption,37471474,Completed,Permanent,4.91,Compliant,No,0,06/03/2020,39,297,Gary Allen,Medium,Education baby know a move himself agent.
65fbe677-7dff-4e34-aff9-7063732c3af7,Melinda Ford,Ministry of Energy,Policy Advisor,West,147450,5,Reduced content-based capacity,4639170,Completed,Permanent,3.33,Non-Compliant,Yes,1,14/08/2020,53,484,Edward Bird,Medium,Share another town detail rather go add expert.
50d1f804-f275-4b58-9123-34c018484875,Maria Rodriguez,Ministry of Health,Assistant Director,West,211890,33,Automated contextually-based moderator,38623843,On Hold,Contract,4.98,Non-Compliant,Yes,1,10/02/2018,11,8,Heidi Tate,Top Secret,Somebody senior usually wear fine hot while.
e2a54ba8-c7d2-4845-9795-7ca131c25525,Cynthia Davis,Ministry of Interior,Auditor,West,216597,14,Adaptive composite throughput,34191076,Cancelled,Temporary,4.65,Compliant,Yes,1,21/05/2016,20,280,Bonnie Pope,Low,Building we trip act.
3991cc38-ff9c-4b5a-aa86-11da6eb705a2,Jerry Brewer,Ministry of Interior,Director,South,59830,12,Fundamental clear-thinking artificial intelligence,34306848,Cancelled,Permanent,1.89,Compliant,No,0,20/11/2021,39,472,Robert Harvey,Low,Rather away success case.
ba4c6166-bf7d-40fd-98c1-4553a3d2c600,Anthony Riley,Ministry of Transport,Data Analyst,Central,188501,20,Synergistic needs-based firmware,11636523,Completed,Contract,1.22,Compliant,Yes,1,21/01/2025,18,480,Nicholas Williams,Low,Drop throughout machine he.
9682869b-485b-424a-b923-12d987b43501,Troy Sanchez,Ministry of Environment,Policy Advisor,South,177965,24,Reactive zero administration hierarchy,25038778,Completed,Temporary,2.02,Under Review,Yes,1,03/04/2016,2,257,Heather Thornton,High,Surface pull me notice.
3cc2f928-7a00-4b2d-b2fe-dc8c0b9ba0b8,Jessica Patel,Ministry of Defense,Inspector,West,156381,34,Exclusive regional collaboration,28039561,Active,Permanent,3.11,Compliant,No,0,28/09/2024,17,274,Thomas Hall,High,Man part center reflect center.
74810d51-8091-45bb-9bf3-f3f2025ce154,Brandi Yoder,Ministry of Labor,Field Officer,North,250981,25,Right-sized multimedia artificial intelligence,18584758,Completed,Permanent,1.69,Compliant,No,0,23/11/2021,52,237,Robert Barr,Low,Example including suddenly doctor energy.
619741e2-c130-489f-ab93-34556eb0bb6c,John Lewis,Ministry of Labor,Policy Advisor,South,87333,29,Enterprise-wide systematic migration,21069112,Cancelled,Permanent,1.67,Compliant,No,0,14/07/2024,50,19,Angel Hall,High,Identify perform meeting should employee relate book.
e4ad2539-7c41-41d2-8713-f46e46242541,Tracey Brown,Ministry of Labor,Director,North,174508,31,Seamless foreground capacity,35129052,Active,Permanent,2.85,Compliant,No,0,24/01/2025,18,489,Chad Wells,Medium,Our place material old suggest send.
f04a117f-509b-47d5-8c73-3fe31665758e,Michael Greene,Ministry of Transport,Assistant Director,South,245362,23,Compatible mission-critical encryption,43217886,On Hold,Permanent,1.13,Non-Compliant,Yes,1,03/03/2023,46,232,Earl Wood,Medium,Girl life gas open require area truth.
77c3fc3b-8014-45c8-9db7-7d652bc12bc8,Cheryl Turner,Ministry of Energy,Inspector,Central,116213,20,Public-key non-volatile instruction set,1949395,On Hold,Contract,1.49,Compliant,No,0,03/12/2020,5,489,David Bean,Low,Reality whose past national material beat great.
2f30c4c1-0690-4f45-bb07-cc2437e0a8ce,Jeff Riley,Ministry of Labor,Field Officer,Central,176967,23,Focused heuristic core,34643768,Cancelled,Permanent,2.66,Under Review,Yes,1,04/06/2024,15,220,Judy Friedman,Top Secret,Central its audience reason prove nor marriage.
c718de50-baf3-4231-90d0-ee951c2d0da2,Timothy Myers,Ministry of Finance,Clerk,South,190810,16,Focused fault-tolerant function,47004630,Active,Permanent,1.25,Under Review,No,0,07/06/2021,7,325,William Bell,Medium,Toward possible vote.
b53aafdc-eaff-4c44-aa0f-7ebb366c5628,Cameron Henderson,Ministry of Education,Assistant Director,South,70746,8,Quality-focused object-oriented throughput,32477375,Completed,Temporary,2.59,Compliant,Yes,1,04/03/2021,47,16,Joshua Brown,Medium,Adult new surface lawyer watch in.
6eb2410c-134a-433d-bca3-3d5e9cb428ae,Scott Weber,Ministry of Interior,Policy Advisor,Central,89377,21,Total analyzing software,22037540,Completed,Permanent,2.9,Compliant,No,0,17/07/2022,17,379,Matthew Ortiz,High,Authority game do despite present leg.
1b441335-52e6-46b1-98e7-5cf22cc3097b,Justin Moran,Ministry of Energy,Data Analyst,North,219476,1,Grass-roots 24/7 array,31095053,Active,Contract,2.81,Compliant,Yes,1,21/11/2020,51,88,Alejandra Reynolds,Top Secret,Later speech present thing.
149998e8-7757-42e2-8e76-7b6596c581c3,Rachael Taylor,Ministry of Defense,Assistant Director,Central,94045,8,Upgradable exuding focus group,45948553,Active,Temporary,4.48,Under Review,No,0,29/04/2020,47,485,Brittany Russell,Top Secret,Scientist hotel challenge seem computer fight.
c83b4eeb-482a-4148-8f9c-454d9abe20da,James Good,Ministry of Education,Field Officer,South,137888,29,Enterprise-wide asymmetric neural-net,24298505,On Hold,Permanent,3.12,Under Review,No,0,18/05/2016,42,195,Bethany Thomas,Top Secret,Personal second now natural cultural do may.
9c15904e-17cd-4064-906f-c1850282a18a,Stephanie Reynolds,Ministry of Transport,Policy Advisor,North,210862,32,Triple-buffered systemic adapter,25327577,Completed,Contract,2.87,Non-Compliant,Yes,1,29/03/2024,38,349,Jennifer Hamilton,Low,Would conference song family fine.
4a9b9ec1-2dd7-4599-91c5-34c7f36406af,Katie Cook,Ministry of Interior,Field Officer,South,147455,5,Ergonomic executive customer loyalty,15651270,Cancelled,Permanent,2.64,Under Review,Yes,1,18/04/2019,48,83,Traci Reed,Low,From more marriage.
a4267310-7962-44bc-936e-a2b97a76b393,Christopher Brown,Ministry of Transport,Clerk,East,176672,22,Monitored local product,5766912,Completed,Contract,4.27,Compliant,No,0,13/03/2020,48,386,Daniel Blevins,High,Stand something better consumer experience.
ec9d5cba-fe83-4697-a745-78dbd56cdab8,Michael Jensen,Ministry of Transport,Auditor,South,265732,34,Right-sized value-added moderator,26337808,On Hold,Contract,4.58,Compliant,No,0,18/01/2023,11,86,Steven Branch,Medium,Back enter indicate job should notice.
5361d2f8-220a-4f1b-a694-75cae71fc5b7,Elizabeth Bailey,Ministry of Finance,Engineer,Central,133179,1,Self-enabling uniform forecast,37972852,Active,Permanent,4.41,Compliant,No,0,03/12/2015,44,306,Morgan Stewart,High,Stay leave option special minute.
132661e3-3e4b-4478-a527-b4a2f24b4395,Devon Gonzalez,Ministry of Health,Engineer,West,211836,26,Multi-channeled upward-trending throughput,9144104,Completed,Contract,3.69,Non-Compliant,Yes,1,14/08/2023,9,337,John Jones,Medium,Bring cold risk performance cover poor half.
da687667-85eb-4dcf-af37-9db117894977,Gregory Brown,Ministry of Health,Data Analyst,Central,245615,10,Progressive zero-defect adapter,28000914,Active,Contract,1.55,Under Review,No,0,06/11/2017,6,153,Morgan White,Medium,Couple color challenge own get.
6f811a19-5121-4ca4-84ea-04423d51f855,Mitchell Phillips,Ministry of Transport,Field Officer,Central,85714,30,User-friendly regional analyzer,3305228,Completed,Temporary,2.11,Non-Compliant,Yes,1,21/11/2020,45,439,Judith Bryant MD,Top Secret,Stuff enter process.
1d6b2090-44a7-4221-a9e2-cafec22daeef,Patricia Holland,Ministry of Labor,Inspector,North,227907,18,Open-source context-sensitive structure,13553858,Cancelled,Permanent,1.18,Compliant,No,0,16/09/2019,54,227,Crystal Armstrong,Medium,Gas condition quite lawyer.
39e28a1a-070a-4fc6-96eb-11e3bba20cce,Andrea Clark,Ministry of Education,Policy Advisor,East,142946,17,Re-engineered neutral projection,22176454,Cancelled,Temporary,4.72,Non-Compliant,No,0,17/11/2015,0,447,Frank Escobar,Top Secret,Smile institution scientist instead new.
